holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
None,280.47,0.0,0.0,1,449,3,0,0,0,0,0,0,0,1,0,0,0,0
None,271.15,0.0,0.0,90,1957,22,0,0,0,0,0,0,0,1,0,0,0,0
None,268.22,0.0,0.0,90,6803,7,0,0,0,0,0,0,0,1,0,0,0,0
None,254.14,0.0,0.0,1,4456,13,0,0,0,0,0,0,0,1,0,0,0,0
None,279.69,0.0,0.0,40,6166,8,0,0,0,0,0,0,0,1,0,0,0,0
None,274.7,0.0,0.0,40,5584,8,0,0,0,0,0,0,0,1,0,0,0,0
None,275.95,0.0,0.0,90,2711,5,0,0,0,0,0,0,0,1,0,0,0,0
None,293.16,0.51,0.0,90,5732,8,0,0,0,0,0,0,0,1,0,0,0,0
None,296.9,0.0,0.0,75,1179,0,0,0,0,0,0,0,0,1,0,0,0,0
None,294.67,0.0,0.0,1,4426,18,0,0,0,0,0,0,0,1,0,0,0,0
None,293.24,0.0,0.0,1,4738,10,0,0,0,0,0,0,0,1,0,0,0,0
None,291.51,0.0,0.0,90,693,0,0,0,0,0,0,0,0,1,0,0,0,0
None,273.42,0.0,0.0,90,4950,13,0,0,0,0,0,0,0,1,0,0,0,0
None,287.28,0.0,0.0,40,1648,0,0,0,0,0,0,0,0,1,0,0,0,0
None,291.48,1.78,0.0,90,4100,9,0,0,0,0,0,0,0,1,0,0,0,0
None,300.22,0.0,0.0,75,5125,13,0,0,0,0,0,0,0,1,0,0,0,0
None,270.86,0.0,0.0,90,1291,19,0,0,0,0,0,0,0,1,0,0,0,0
None,275.96,0.51,0.0,90,5297,8,0,0,0,0,0,0,0,1,0,0,0,0
None,293.82,0.0,0.0,90,2196,22,0,0,0,0,0,0,0,1,0,0,0,0
None,271.83,0.0,0.0,40,4708,13,0,0,0,0,0,0,0,1,0,0,0,0
None,258.63,0.0,0.0,5,2657,21,0,0,0,0,0,0,0,1,0,0,0,0
None,276.79,0.0,0.0,90,2863,22,0,0,0,0,0,0,0,1,0,0,0,0
None,277.71,0.0,0.0,90,1882,22,0,0,0,0,0,0,0,1,0,0,0,0
None,276.21,0.0,0.0,90,5586,15,0,0,0,0,0,0,0,1,0,0,0,0
None,274.48,0.0,0.0,90,935,23,0,0,0,0,0,0,0,1,0,0,0,0
None,260.76,0.0,0.0,1,1830,23,0,0,0,0,0,0,0,1,0,0,0,0
None,285.43,0.0,0.0,1,853,4,0,0,0,0,0,0,0,1,0,0,0,0
None,295.02,0.0,0.0,1,863,4,0,0,0,0,0,0,0,1,0,0,0,0
None,278.15,0.0,0.0,90,1451,23,0,0,0,0,0,0,0,1,0,0,0,0
None,272.14,0.0,0.0,90,1799,23,0,0,0,0,0,0,0,1,0,0,0,0
None,297.93,0.0,0.0,68,5005,10,0,0,0,0,0,0,0,1,0,0,0,0
None,286.39,0.0,0.0,90,4500,10,0,0,0,0,0,0,0,1,0,0,0,0
None,276.29,0.0,0.0,90,6555,16,0,0,0,0,0,0,0,1,0,0,0,0
None,287.52,0.0,0.0,0,415,4,0,0,0,0,0,0,0,1,0,0,0,0
None,284.22,0.0,0.0,40,4647,10,0,0,0,0,0,0,0,1,0,0,0,0
None,293.94,0.0,0.0,1,4699,9,0,0,0,0,0,0,0,1,0,0,0,0
None,290.15,0.0,0.0,90,5557,17,0,0,0,0,0,0,0,1,0,0,0,0
None,294.77,0.51,0.0,64,5468,12,0,0,0,0,0,0,0,1,0,0,0,0
None,287.49,0.0,0.0,1,428,3,0,0,0,0,0,0,0,1,0,0,0,0
None,300.52,0.0,0.0,40,6062,15,0,0,0,0,0,0,0,1,0,0,0,0
None,275.22,0.0,0.0,90,2342,21,0,0,0,0,0,0,0,1,0,0,0,0
None,290.79,0.0,0.0,5,2940,20,0,0,0,0,0,0,0,1,0,0,0,0
None,295.93,0.0,0.0,1,4322,9,0,0,0,0,0,0,0,1,0,0,0,0
None,268.63,0.0,0.0,1,1065,0,0,0,0,0,0,0,0,1,0,0,0,0
None,275.86,0.0,0.0,90,3595,19,0,0,0,0,0,0,0,1,0,0,0,0
None,270.9,0.0,0.0,90,2834,5,0,0,0,0,0,0,0,1,0,0,0,0
None,297.81,0.0,0.0,75,4778,13,0,0,0,0,0,0,0,1,0,0,0,0
None,276.97,0.0,0.0,20,798,4,0,0,0,0,0,0,0,1,0,0,0,0
None,290.97,5.42,0.0,90,6331,16,0,0,0,0,0,0,0,1,0,0,0,0
None,289.5,0.0,0.0,1,914,4,0,0,0,0,0,0,0,1,0,0,0,0
None,271.73,0.0,0.0,0,2743,5,0,0,0,0,0,0,0,1,0,0,0,0
None,272.01,0.0,0.0,90,4955,13,0,0,0,0,0,0,0,1,0,0,0,0
None,263.63,0.0,0.0,40,2647,20,0,0,0,0,0,0,0,1,0,0,0,0
None,286.21,0.0,0.0,90,4684,16,0,0,0,0,0,0,0,1,0,0,0,0
None,275.15,0.0,0.0,90,309,3,0,0,0,0,0,0,0,1,0,0,0,0
None,276.08,0.0,0.0,90,5488,14,0,0,0,0,0,0,0,1,0,0,0,0
None,299.66,0.0,0.0,40,5856,17,0,0,0,0,0,0,0,1,0,0,0,0
None,268.82,0.0,0.0,40,562,4,0,0,0,0,0,0,0,1,0,0,0,0
None,267.75,0.0,0.0,64,2047,21,0,0,0,0,0,0,0,1,0,0,0,0
None,271.55,0.0,0.0,1,539,4,0,0,0,0,0,0,0,1,0,0,0,0
None,290.92,0.0,0.0,1,2857,21,0,0,0,0,0,0,0,1,0,0,0,0
None,274.84,0.0,0.0,90,3682,13,0,0,0,0,0,0,0,1,0,0,0,0
None,286.87,0.0,0.0,90,5902,8,0,0,0,0,0,0,0,1,0,0,0,0
None,295.01,0.0,0.0,40,4808,11,0,0,0,0,0,0,0,1,0,0,0,0
None,253.39,0.0,0.0,40,2526,20,0,0,0,0,0,0,0,1,0,0,0,0
None,291.09,0.0,0.0,75,4817,12,0,0,0,0,0,0,0,1,0,0,0,0
None,275.06,0.0,0.0,90,6971,7,0,0,0,0,0,0,0,1,0,0,0,0
None,274.91,0.0,0.0,99,6181,7,0,0,0,0,0,0,0,1,0,0,0,0
None,294.21,0.0,0.0,90,1682,8,0,0,0,0,0,0,0,1,0,0,0,0
None,276.09,0.0,0.0,90,3481,18,0,0,0,0,0,0,0,1,0,0,0,0
None,256.33,0.0,0.0,75,4321,11,0,0,0,0,0,0,0,1,0,0,0,0
None,281.62,0.0,0.0,90,3355,19,0,0,0,0,0,0,0,1,0,0,0,0
None,274.9,0.0,0.0,90,4956,12,0,0,0,0,0,0,0,1,0,0,0,0
None,270.02,0.0,0.0,90,4866,13,0,0,0,0,0,0,0,1,0,0,0,0
None,275.66,0.0,0.0,90,4538,12,0,0,0,0,0,0,0,1,0,0,0,0
None,283.37,0.25,0.0,68,5119,9,0,0,0,0,0,0,0,1,0,0,0,0
None,273.51,0.0,0.0,5,3169,20,0,0,0,0,0,0,0,1,0,0,0,0
None,287.81,0.0,0.0,75,4259,12,0,0,0,0,0,0,0,1,0,0,0,0
None,259.21,0.0,0.0,90,346,1,0,0,0,0,0,0,0,1,0,0,0,0
None,287.0,0.0,0.0,1,2355,22,0,0,0,0,0,0,0,1,0,0,0,0
None,281.22,0.0,0.0,40,5130,11,0,0,0,0,0,0,0,1,0,0,0,0
None,275.02,0.0,0.0,1,3012,19,0,0,0,0,0,0,0,1,0,0,0,0
None,297.25,0.0,0.0,0,3722,18,0,0,0,0,0,0,0,1,0,0,0,0
None,294.68,3.27,0.0,75,4335,11,0,0,0,0,0,0,0,1,0,0,0,0
None,293.01,0.0,0.0,1,508,5,0,0,0,0,0,0,0,1,0,0,0,0
None,288.86,0.25,0.0,92,4423,10,0,0,0,0,0,0,0,1,0,0,0,0
None,269.56,0.0,0.0,90,1830,23,0,0,0,0,0,0,0,1,0,0,0,0
None,289.42,0.0,0.0,40,808,0,0,0,0,0,0,0,0,1,0,0,0,0
None,297.19,0.0,0.0,0,6760,17,0,0,0,0,0,0,0,1,0,0,0,0
None,281.69,0.0,0.0,24,591,0,0,0,0,0,0,0,0,1,0,0,0,0
None,261.15,0.0,0.0,90,2627,22,0,0,0,0,0,0,0,1,0,0,0,0
None,297.31,0.0,0.0,88,2859,20,0,0,0,0,0,0,0,1,0,0,0,0
None,272.08,0.0,0.0,1,480,2,0,0,0,0,0,0,0,1,0,0,0,0
None,266.58,0.0,0.0,90,290,2,0,0,0,0,0,0,0,1,0,0,0,0
None,276.793,0.0,0.0,64,2789,5,0,0,0,0,0,0,0,1,0,0,0,0
None,293.42,0.0,0.0,40,5442,15,0,0,0,0,0,0,0,1,0,0,0,0
None,284.76,0.0,0.0,1,5839,6,0,0,0,0,0,0,0,1,0,0,0,0
None,301.15,0.0,0.0,1,6289,15,0,0,0,0,0,0,0,1,0,0,0,0
None,295.26,0.0,0.0,1,4845,13,0,0,0,0,0,0,0,1,0,0,0,0
None,274.65,0.0,0.0,90,4511,12,0,0,0,0,0,0,0,1,0,0,0,0
None,305.71,0.0,0.0,75,6612,16,0,0,0,0,0,0,0,1,0,0,0,0
None,291.48,0.0,0.0,90,4368,10,0,0,0,0,0,0,0,1,0,0,0,0
None,291.26,0.0,0.0,1,5779,7,0,0,0,0,0,0,0,1,0,0,0,0
None,261.22,0.0,0.0,1,1107,1,0,0,0,0,0,0,0,1,0,0,0,0
None,292.89,0.0,0.0,40,2990,19,0,0,0,0,0,0,0,1,0,0,0,0
None,273.02,0.0,0.0,90,4679,18,0,0,0,0,0,0,0,1,0,0,0,0
None,294.8,0.9,0.0,90,954,7,0,0,0,0,0,0,0,1,0,0,0,0
None,275.02,0.0,0.0,90,1173,23,0,0,0,0,0,0,0,1,0,0,0,0
None,280.69,0.0,0.0,90,833,4,0,0,0,0,0,0,0,1,0,0,0,0
None,275.94,0.0,0.0,90,5894,8,0,0,0,0,0,0,0,1,0,0,0,0
None,269.79,0.0,0.0,90,2208,22,0,0,0,0,0,0,0,1,0,0,0,0
None,253.42,0.0,0.0,1,342,1,0,0,0,0,0,0,0,1,0,0,0,0
None,295.59,0.0,0.0,64,4748,8,0,0,0,0,0,0,0,1,0,0,0,0
None,277.16,0.0,0.0,90,320,1,0,0,0,0,0,0,0,1,0,0,0,0
None,265.08,0.0,0.0,75,661,1,0,0,0,0,0,0,0,1,0,0,0,0
None,290.8,0.0,0.0,0,878,4,0,0,0,0,0,0,0,1,0,0,0,0
None,291.68,0.0,0.0,90,5165,8,0,0,0,0,0,0,0,1,0,0,0,0
None,291.72,0.0,0.0,1,364,3,0,0,0,0,0,0,0,1,0,0,0,0
None,296.18,0.0,0.0,0,4634,15,0,0,0,0,0,0,0,1,0,0,0,0
None,249.14,0.0,0.0,1,5750,8,0,0,0,0,0,0,0,1,0,0,0,0
None,268.27,0.0,0.0,90,4093,13,0,0,0,0,0,0,0,1,0,0,0,0
None,271.29,0.0,0.0,90,5447,14,0,0,0,0,0,0,0,1,0,0,0,0
None,289.67,0.0,0.0,90,3319,20,0,0,0,0,0,0,0,1,0,0,0,0
None,281.57,0.0,0.0,1,4766,10,0,0,0,0,0,0,0,1,0,0,0,0
None,285.29,0.0,0.0,90,4377,11,0,0,0,0,0,0,0,1,0,0,0,0
None,293.332,0.0,0.0,32,3222,21,0,0,0,0,0,0,0,1,0,0,0,0
None,288.37,0.0,0.0,90,2957,5,0,0,0,0,0,0,0,1,0,0,0,0
None,283.72,0.0,0.0,75,1943,22,0,0,0,0,0,0,0,1,0,0,0,0
None,290.54,0.0,0.0,75,3399,21,0,0,0,0,0,0,0,1,0,0,0,0
None,262.21,0.0,0.0,75,4718,8,0,0,0,0,0,0,0,1,0,0,0,0
None,266.95,0.0,0.0,75,4936,11,0,0,0,0,0,0,0,1,0,0,0,0
None,270.87,0.0,0.0,75,5366,14,0,0,0,0,0,0,0,1,0,0,0,0
None,258.99,0.0,0.0,90,4984,12,0,0,0,0,0,0,0,1,0,0,0,0
None,262.52,0.0,0.0,75,4603,12,0,0,0,0,0,0,0,1,0,0,0,0
None,291.29,0.0,0.0,1,3334,20,0,0,0,0,0,0,0,1,0,0,0,0
None,293.95,0.0,0.0,75,4317,11,0,0,0,0,0,0,0,1,0,0,0,0
None,293.87,0.0,0.0,0,3190,20,0,0,0,0,0,0,0,1,0,0,0,0
None,288.61,0.0,0.0,1,652,5,0,0,0,0,0,0,0,1,0,0,0,0
None,268.35,0.0,0.0,90,594,22,0,0,0,0,0,0,0,1,0,0,0,0
None,289.858,0.0,0.0,92,5079,6,0,0,0,0,0,0,0,1,0,0,0,0
None,278.083,0.0,0.0,0,740,4,0,0,0,0,0,0,0,1,0,0,0,0
None,275.26,0.0,0.0,64,375,1,0,0,0,0,0,0,0,1,0,0,0,0
None,273.02,0.0,0.0,90,1930,23,0,0,0,0,0,0,0,1,0,0,0,0
None,263.0,0.0,0.0,90,246,2,0,0,0,0,0,0,0,1,0,0,0,0
None,274.22,0.0,0.0,1,5278,11,0,0,0,0,0,0,0,1,0,0,0,0
None,292.41,0.0,0.0,90,4187,14,0,0,0,0,0,0,0,1,0,0,0,0
None,302.09,0.0,0.0,0,4122,11,0,0,0,0,0,0,0,1,0,0,0,0
None,287.08,5.84,0.0,75,3117,19,0,0,0,0,0,0,0,1,0,0,0,0
None,276.793,0.0,0.0,64,3520,8,0,0,0,0,0,0,0,1,0,0,0,0
None,294.22,0.0,0.0,1,5702,8,0,0,0,0,0,0,0,1,0,0,0,0
None,276.72,0.0,0.0,90,1587,22,0,0,0,0,0,0,0,1,0,0,0,0
None,271.15,0.0,0.0,75,4981,11,0,0,0,0,0,0,0,1,0,0,0,0
None,283.59,0.0,0.0,90,4524,18,0,0,0,0,0,0,0,1,0,0,0,0
None,275.36,0.0,0.0,40,5439,11,0,0,0,0,0,0,0,1,0,0,0,0
None,295.52,0.0,0.0,1,476,3,0,0,0,0,0,0,0,1,0,0,0,0
None,281.4,0.0,0.0,1,927,1,0,0,0,0,0,0,0,1,0,0,0,0
None,271.77,0.0,0.0,90,3197,8,0,0,0,0,0,0,0,1,0,0,0,0
None,292.7,0.0,0.0,90,4884,9,0,0,0,0,0,0,0,1,0,0,0,0
None,263.65,0.0,0.0,90,4462,12,0,0,0,0,0,0,0,1,0,0,0,0
None,274.82,0.0,0.0,90,5117,6,0,0,0,0,0,0,0,1,0,0,0,0
None,254.65,0.0,0.0,1,3240,17,0,0,0,0,0,0,0,1,0,0,0,0
None,282.56,0.0,0.0,1,1618,22,0,0,0,0,0,0,0,1,0,0,0,0
None,276.9,0.0,0.0,90,6286,17,0,0,0,0,0,0,0,1,0,0,0,0
None,284.66,0.0,0.0,75,4510,13,0,0,0,0,0,0,0,1,0,0,0,0
None,273.95,0.0,0.0,90,4787,6,0,0,0,0,0,0,0,1,0,0,0,0
None,291.02,0.0,0.0,90,3127,20,0,0,0,0,0,0,0,1,0,0,0,0
None,274.95,0.0,0.0,90,3631,9,0,0,0,0,0,0,0,1,0,0,0,0
None,274.55,0.0,0.0,90,3713,15,0,0,0,0,0,0,0,1,0,0,0,0
None,272.72,0.0,0.0,90,588,5,0,0,0,0,0,0,0,1,0,0,0,0
None,282.75,0.0,0.0,90,2017,23,0,0,0,0,0,0,0,1,0,0,0,0
None,250.99,0.0,0.0,40,3921,10,0,0,0,0,0,0,0,1,0,0,0,0
None,279.29,0.0,0.0,90,3998,11,0,0,0,0,0,0,0,1,0,0,0,0
None,296.2,1.5,0.0,90,398,1,0,0,0,0,0,0,0,1,0,0,0,0
None,286.69,0.0,0.0,90,3030,21,0,0,0,0,0,0,0,1,0,0,0,0
None,288.89,0.0,0.0,1,4498,19,0,0,0,0,0,0,0,1,0,0,0,0
None,277.06,0.0,0.0,90,671,2,0,0,0,0,0,0,0,1,0,0,0,0
None,266.63,0.0,0.0,90,2976,8,0,0,0,0,0,0,0,1,0,0,0,0
None,267.37,0.0,0.0,64,4535,14,0,0,0,0,0,0,0,1,0,0,0,0
None,262.79,0.0,0.0,89,3104,19,0,0,0,0,0,0,0,1,0,0,0,0
None,283.07,0.0,0.0,1,652,0,0,0,0,0,0,0,0,1,0,0,0,0
None,269.51,0.0,0.0,90,5462,14,0,0,0,0,0,0,0,1,0,0,0,0
None,283.78,0.25,0.0,90,4510,11,0,0,0,0,0,0,0,1,0,0,0,0
None,274.08,0.0,0.0,90,4119,17,0,0,0,0,0,0,0,1,0,0,0,0
None,275.83,0.0,0.0,40,4527,14,0,0,0,0,0,0,0,1,0,0,0,0
None,277.46,0.0,0.0,90,4198,16,0,0,0,0,0,0,0,1,0,0,0,0
None,267.61,0.0,0.0,40,2059,10,0,0,0,0,0,0,0,1,0,0,0,0
None,292.99,0.0,0.0,1,2053,23,0,0,0,0,0,0,0,1,0,0,0,0
None,284.57,0.0,0.0,20,2978,5,0,0,0,0,0,0,0,1,0,0,0,0
None,259.94,0.0,0.0,1,1749,22,0,0,0,0,0,0,0,1,0,0,0,0
None,274.35,0.0,0.0,90,2529,21,0,0,0,0,0,0,0,1,0,0,0,0
None,301.94,0.0,0.0,1,4457,13,0,0,0,0,0,0,0,1,0,0,0,0
None,297.58,0.0,0.0,40,3881,17,0,0,0,0,0,0,0,1,0,0,0,0
None,287.94,1.41,0.0,92,4904,13,0,0,0,0,0,0,0,1,0,0,0,0
None,294.85,0.0,0.0,0,5325,9,0,0,0,0,0,0,0,1,0,0,0,0
None,273.95,0.0,0.0,90,903,23,0,0,0,0,0,0,0,1,0,0,0,0
None,269.71,0.0,0.0,0,1916,9,0,0,0,0,0,0,0,1,0,0,0,0
None,281.75,0.0,0.0,1,5957,8,0,0,0,0,0,0,0,1,0,0,0,0
None,283.17,0.0,0.0,0,6011,6,0,0,0,0,0,0,0,1,0,0,0,0
None,270.27,0.0,0.0,20,5455,14,0,0,0,0,0,0,0,1,0,0,0,0
None,290.44,0.0,0.0,0,5653,8,0,0,0,0,0,0,0,1,0,0,0,0
None,288.16,0.0,0.0,1,531,1,0,0,0,0,0,0,0,1,0,0,0,0
None,287.78,0.0,0.0,90,409,1,0,0,0,0,0,0,0,1,0,0,0,0
None,279.48,0.0,0.0,90,858,23,0,0,0,0,0,0,0,1,0,0,0,0
None,305.52,0.0,0.0,0,3807,19,0,0,0,0,0,0,0,1,0,0,0,0
None,268.9,0.0,0.0,1,821,6,0,0,0,0,0,0,0,1,0,0,0,0
None,267.57,0.0,0.0,90,5897,15,0,0,0,0,0,0,0,1,0,0,0,0
None,292.45,0.0,0.0,40,4045,11,0,0,0,0,0,0,0,1,0,0,0,0
None,285.53,0.0,0.0,1,3291,18,0,0,0,0,0,0,0,1,0,0,0,0
None,272.5,0.0,0.0,40,6229,7,0,0,0,0,0,0,0,1,0,0,0,0
None,272.858,0.0,0.0,68,5861,17,0,0,0,0,0,0,0,1,0,0,0,0
None,290.01,0.0,0.0,90,5168,15,0,0,0,0,0,0,0,1,0,0,0,0
None,293.7340000000001,0.0,0.0,88,2825,20,0,0,0,0,0,0,0,1,0,0,0,0
None,296.42,0.0,0.0,40,5347,8,0,0,0,0,0,0,0,1,0,0,0,0
None,289.3,0.0,0.0,1,1027,23,0,0,0,0,0,0,0,1,0,0,0,0
None,294.22,0.0,0.0,90,4357,10,0,0,0,0,0,0,0,1,0,0,0,0
None,285.51,0.0,0.0,90,5134,16,0,0,0,0,0,0,0,1,0,0,0,0
None,267.45,0.0,0.0,75,3426,15,0,0,0,0,0,0,0,1,0,0,0,0
None,270.68,0.0,0.0,64,3135,10,0,0,0,0,0,0,0,1,0,0,0,0
None,272.82,0.0,0.0,1,5797,15,0,0,0,0,0,0,0,1,0,0,0,0
None,284.08,0.0,0.0,75,233,2,0,0,0,0,0,0,0,1,0,0,0,0
None,283.9790000000001,0.0,0.0,0,4431,11,0,0,0,0,0,0,0,1,0,0,0,0
None,292.95,0.0,0.0,12,5356,14,0,0,0,0,0,0,0,1,0,0,0,0
None,264.94,0.0,0.0,64,5463,15,0,0,0,0,0,0,0,1,0,0,0,0
None,295.82,0.0,0.0,1,1212,0,0,0,0,0,0,0,0,1,0,0,0,0
None,252.02,0.0,0.0,1,4010,10,0,0,0,0,0,0,0,1,0,0,0,0
None,287.11,0.51,0.0,90,3395,20,0,0,0,0,0,0,0,1,0,0,0,0
None,279.86,0.25,0.0,90,4713,18,0,0,0,0,0,0,0,1,0,0,0,0
None,294.76,0.0,0.0,90,6510,7,0,0,0,0,0,0,0,1,0,0,0,0
None,294.86,0.0,0.0,40,4734,10,0,0,0,0,0,0,0,1,0,0,0,0
None,274.95,0.0,0.0,90,3172,19,0,0,0,0,0,0,0,1,0,0,0,0
None,290.28,0.0,0.0,75,4589,10,0,0,0,0,0,0,0,1,0,0,0,0
None,289.17,0.0,0.0,0,2739,5,0,0,0,0,0,0,0,1,0,0,0,0
None,305.69,0.0,0.0,75,4215,17,0,0,0,0,0,0,0,1,0,0,0,0
None,287.27,0.0,0.0,24,3063,5,0,0,0,0,0,0,0,1,0,0,0,0
None,282.35,0.0,0.0,75,254,2,0,0,0,0,0,0,0,1,0,0,0,0
None,286.41,0.0,0.0,90,5283,13,0,0,0,0,0,0,0,1,0,0,0,0
None,271.09,0.0,0.0,90,1755,9,0,0,0,0,0,0,0,1,0,0,0,0
None,293.38,0.0,0.0,92,2987,19,0,0,0,0,0,0,0,1,0,0,0,0
None,265.15,0.0,0.0,90,5909,8,0,0,0,0,0,0,0,1,0,0,0,0
None,278.56,0.0,0.0,90,390,4,0,0,0,0,0,0,0,1,0,0,0,0
None,276.15,0.0,0.0,90,818,4,0,0,0,0,0,0,0,1,0,0,0,0
None,265.22,0.0,0.0,90,349,3,0,0,0,0,0,0,0,1,0,0,0,0
None,289.37,0.0,0.0,1,1192,6,0,0,0,0,0,0,0,1,0,0,0,0
None,272.15,0.0,0.0,90,1451,22,0,0,0,0,0,0,0,1,0,0,0,0
None,288.11,0.0,0.0,1,2910,5,0,0,0,0,0,0,0,1,0,0,0,0
None,295.07,0.0,0.0,1,6210,16,0,0,0,0,0,0,0,1,0,0,0,0
None,292.47,0.0,0.0,48,5702,9,0,0,0,0,0,0,0,1,0,0,0,0
None,287.84,0.0,0.0,0,457,1,0,0,0,0,0,0,0,1,0,0,0,0
None,268.35,0.0,0.0,1,878,4,0,0,0,0,0,0,0,1,0,0,0,0
None,280.62,0.0,0.0,90,5215,14,0,0,0,0,0,0,0,1,0,0,0,0
